Route_id,Origin,Destination
TPA-MSP,TPA,MSP
TPA-SLC,TPA,SLC
MCI-ATL,MCI,ATL
MCI-DTW,MCI,DTW
MCI-LAX,MCI,LAX
MCI-MSP,MCI,MSP
SAT-ATL,SAT,ATL
SAT-JFK,SAT,JFK
SAT-SLC,SAT,SLC
MEM-ATL,MEM,ATL
MEM-DTW,MEM,DTW
OMA-ATL,OMA,ATL
OMA-SLC,OMA,SLC
MKE-ATL,MKE,ATL
MLB-ATL,MLB,ATL
MSO-MSP,MSO,MSP
MSO-SLC,MSO,SLC
MSY-ATL,MSY,ATL
MSY-DTW,MSY,DTW
MSY-LGA,MSY,LGA
MSY-MSP,MSY,MSP
MSY-SLC,MSY,SLC
MTJ-ATL,MTJ,ATL
SAN-ATL,SAN,ATL
SAN-DTW,SAN,DTW
SAN-LAX,SAN,LAX
SAN-MSP,SAN,MSP
SAN-SLC,SAN,SLC
ORF-ATL,ORF,ATL
PNS-ATL,PNS,ATL
OGG-SLC,OGG,SLC
OKC-ATL,OKC,ATL
PBI-ATL,PBI,ATL
PBI-DTW,PBI,DTW
PDX-ATL,PDX,ATL
PDX-DTW,PDX,DTW
PDX-MSP,PDX,MSP
PDX-SLC,PDX,SLC
PSP-MSP,PSP,MSP
PWM-ATL,PWM,ATL
RDU-ATL,RDU,ATL
RDU-DTW,RDU,DTW
RDU-SLC,RDU,SLC
RIC-ATL,RIC,ATL
RNO-ATL,RNO,ATL
RNO-MSP,RNO,MSP
RNO-SLC,RNO,SLC
ROA-ATL,ROA,ATL
ROC-ATL,ROC,ATL
SLC-ATL,SLC,ATL
SLC-AUS,SLC,AUS
SLC-BIL,SLC,BIL
SLC-BNA,SLC,BNA
SLC-BOI,SLC,BOI
SLC-BWI,SLC,BWI
SLC-BZN,SLC,BZN
SLC-CLE,SLC,CLE
SLC-CLT,SLC,CLT
SLC-CVG,SLC,CVG
SLC-DCA,SLC,DCA
SLC-DEN,SLC,DEN
SLC-DTW,SLC,DTW
SLC-EWR,SLC,EWR
SLC-GEG,SLC,GEG
SLC-HNL,SLC,HNL
SLC-IAD,SLC,IAD
SLC-IAH,SLC,IAH
SLC-IND,SLC,IND
SLC-JAC,SLC,JAC
SLC-LAS,SLC,LAS
SLC-LAX,SLC,LAX
SLC-MSO,SLC,MSO
SLC-MSP,SLC,MSP
SLC-MSY,SLC,MSY
SLC-OAK,SLC,OAK
SLC-OGG,SLC,OGG
SLC-OMA,SLC,OMA
SLC-ONT,SLC,ONT
SLC-PDX,SLC,PDX
SLC-PIT,SLC,PIT
SLC-RDU,SLC,RDU
SLC-RNO,SLC,RNO
SLC-SAN,SLC,SAN
SLC-SAT,SLC,SAT
SLC-SFO,SLC,SFO
SLC-SJC,SLC,SJC
SLC-SNA,SLC,SNA
SLC-TPA,SLC,TPA
SAV-ATL,SAV,ATL
HDN-ATL,HDN,ATL
HDN-MSP,HDN,MSP
SJU-ATL,SJU,ATL
STT-ATL,STT,ATL
STT-JFK,STT,JFK
SRQ-ATL,SRQ,ATL
SRQ-DTW,SRQ,DTW
SRQ-LGA,SRQ,LGA
SYR-ATL,SYR,ATL
ABQ-IAH,ABQ,IAH
AEX-IAH,AEX,IAH
COS-IAH,COS,IAH
DFW-BTR,DFW,BTR
DFW-ECP,DFW,ECP
DFW-MHK,DFW,MHK
DFW-MKE,DFW,MKE
DFW-SAF,DFW,SAF
DFW-SBN,DFW,SBN
PIT-EWR,PIT,EWR
HSV-IAH,HSV,IAH
ALB-ORD,ALB,ORD
AMA-IAH,AMA,IAH
SHV-IAH,SHV,IAH
MOB-IAH,MOB,IAH
BHM-IAH,BHM,IAH
ELP-IAH,ELP,IAH
CAK-EWR,CAK,EWR
CAK-IAH,CAK,IAH
CAK-ORD,CAK,ORD
CLE-DCA,CLE,DCA
CLE-EWR,CLE,EWR
CLE-IAD,CLE,IAD
CLE-IAH,CLE,IAH
CLE-LGA,CLE,LGA
CLE-ORD,CLE,ORD
BNA-EWR,BNA,EWR
BNA-IAH,BNA,IAH
MHT-EWR,MHT,EWR
PVD-EWR,PVD,EWR
PVD-ORD,PVD,ORD
BRO-IAH,BRO,IAH
BTR-DFW,BTR,DFW
BTR-IAH,BTR,IAH
BTV-EWR,BTV,EWR
BTV-ORD,BTV,ORD
DCA-CLE,DCA,CLE
DCA-EWR,DCA,EWR
IAD-CAE,IAD,CAE
IAD-GSO,IAD,GSO
IAD-ILM,IAD,ILM
IAD-RIC,IAD,RIC
IAD-ROC,IAD,ROC
IAD-SYR,IAD,SYR
IAD-TYS,IAD,TYS
CAE-IAD,CAE,IAD
CAE-IAH,CAE,IAH
ICT-IAH,ICT,IAH
ICT-ORD,ICT,ORD
ORD-ALB,ORD,ALB
ORD-CAK,ORD,CAK
ORD-CHA,ORD,CHA
ORD-CLE,ORD,CLE
ORD-CMH,ORD,CMH
ORD-CVG,ORD,CVG
ORD-DSM,ORD,DSM
ORD-GRB,ORD,GRB
ORD-GRR,ORD,GRR
ORD-GSP,ORD,GSP
ORD-ICT,ORD,ICT
ORD-JAN,ORD,JAN
ORD-LEX,ORD,LEX
ORD-LIT,ORD,LIT
ORD-MEM,ORD,MEM
ORD-MLI,ORD,MLI
ORD-MSN,ORD,MSN
ORD-OKC,ORD,OKC
ORD-PVD,ORD,PVD
ORD-PWM,ORD,PWM
ORD-RIC,ORD,RIC
ORD-RST,ORD,RST
ORD-SAV,ORD,SAV
ORD-SDF,ORD,SDF
ORD-TUL,ORD,TUL
ORD-TYS,ORD,TYS
ORD-XNA,ORD,XNA
CHA-IAD,CHA,IAD
CLL-IAH,CLL,IAH
CLT-ECP,CLT,ECP
CLT-SBN,CLT,SBN
CMH-EWR,CMH,EWR
CMH-ORD,CMH,ORD
STL-IAH,STL,IAH
JAX-EWR,JAX,EWR
JAX-IAH,JAX,IAH
CRP-IAH,CRP,IAH
LCH-IAH,LCH,IAH
DAY-EWR,DAY,EWR
DAY-IAH,DAY,IAH
DSM-ORD,DSM,ORD
IAH-ABQ,IAH,ABQ
IAH-AEX,IAH,AEX
IAH-AMA,IAH,AMA
IAH-BHM,IAH,BHM
IAH-BNA,IAH,BNA
IAH-BRO,IAH,BRO
IAH-BTR,IAH,BTR
IAH-CAE,IAH,CAE
IAH-CAK,IAH,CAK
IAH-CLL,IAH,CLL
IAH-COS,IAH,COS
IAH-CRP,IAH,CRP
IAH-DAY,IAH,DAY
IAH-ECP,IAH,ECP
IAH-ELP,IAH,ELP
IAH-GPT,IAH,GPT
IAH-GRK,IAH,GRK
IAH-GRR,IAH,GRR
IAH-GSP,IAH,GSP
IAH-HOB,IAH,HOB
IAH-HRL,IAH,HRL
IAH-HSV,IAH,HSV
IAH-ICT,IAH,ICT
IAH-IND,IAH,IND
IAH-JAN,IAH,JAN
IAH-JAX,IAH,JAX
IAH-LBB,IAH,LBB
IAH-LCH,IAH,LCH
IAH-LEX,IAH,LEX
IAH-LFT,IAH,LFT
IAH-LIT,IAH,LIT
IAH-LRD,IAH,LRD
IAH-MAF,IAH,MAF
IAH-MCI,IAH,MCI
IAH-MEM,IAH,MEM
IAH-MFE,IAH,MFE
IAH-MLU,IAH,MLU
IAH-MOB,IAH,MOB
IAH-OKC,IAH,OKC
IAH-OMA,IAH,OMA
IAH-PNS,IAH,PNS
IAH-SAV,IAH,SAV
IAH-SHV,IAH,SHV
IAH-STL,IAH,STL
IAH-TUL,IAH,TUL
IAH-TYS,IAH,TYS
IAH-VPS,IAH,VPS
IAH-XNA,IAH,XNA
ECP-CLT,ECP,CLT
ECP-DFW,ECP,DFW
ECP-IAH,ECP,IAH
VPS-IAH,VPS,IAH
EWR-BNA,EWR,BNA
EWR-BTV,EWR,BTV
EWR-CAK,EWR,CAK
EWR-CLE,EWR,CLE
EWR-CMH,EWR,CMH
EWR-CVG,EWR,CVG
EWR-DAY,EWR,DAY
EWR-DCA,EWR,DCA
EWR-GSO,EWR,GSO
EWR-GSP,EWR,GSP
EWR-IND,EWR,IND
EWR-JAX,EWR,JAX
EWR-MKE,EWR,MKE
EWR-MSN,EWR,MSN
EWR-PIT,EWR,PIT
EWR-PVD,EWR,PVD
EWR-PWM,EWR,PWM
EWR-RDU,EWR,RDU
EWR-RIC,EWR,RIC
EWR-SAV,EWR,SAV
EWR-STL,EWR,STL
EWR-SYR,EWR,SYR
EWR-TYS,EWR,TYS
LGA-CLE,LGA,CLE
XNA-IAH,XNA,IAH
GSP-EWR,GSP,EWR
GSP-IAH,GSP,IAH
GSP-ORD,GSP,ORD
GPT-IAH,GPT,IAH
GRB-ORD,GRB,ORD
GRK-IAH,GRK,IAH
GRR-EWR,GRR,EWR
GRR-IAH,GRR,IAH
GRR-ORD,GRR,ORD
GSO-IAD,GSO,IAD
GSO-ORD,GSO,ORD
HOB-IAH,HOB,IAH
HRL-IAH,HRL,IAH
ILM-IAD,ILM,IAD
IND-EWR,IND,EWR
IND-IAH,IND,IAH
JAN-IAH,JAN,IAH
JAN-ORD,JAN,ORD
RST-ORD,RST,ORD
LIT-IAH,LIT,IAH
LIT-ORD,LIT,ORD
LBB-IAH,LBB,IAH
LEX-IAH,LEX,IAH
LEX-ORD,LEX,ORD
LFT-IAH,LFT,IAH
LRD-IAH,LRD,IAH
SDF-ORD,SDF,ORD
CVG-EWR,CVG,EWR
CVG-ORD,CVG,ORD
MAF-IAH,MAF,IAH
MCI-IAH,MCI,IAH
MEM-IAH,MEM,IAH
MEM-ORD,MEM,ORD
MFE-IAH,MFE,IAH
MHK-DFW,MHK,DFW
OMA-IAH,OMA,IAH
OMA-ORD,OMA,ORD
MKE-DFW,MKE,DFW
MKE-EWR,MKE,EWR
MLI-ORD,MLI,ORD
MLU-IAH,MLU,IAH
MSN-EWR,MSN,EWR
PNS-IAH,PNS,IAH
OKC-IAH,OKC,IAH
OKC-ORD,OKC,ORD
PWM-EWR,PWM,EWR
PWM-ORD,PWM,ORD
RDU-EWR,RDU,EWR
RIC-EWR,RIC,EWR
RIC-ORD,RIC,ORD
ROC-EWR,ROC,EWR
ROC-IAD,ROC,IAD
TUL-IAH,TUL,IAH
TUL-ORD,TUL,ORD
SAF-DFW,SAF,DFW
SAV-EWR,SAV,EWR
SAV-IAH,SAV,IAH
SAV-ORD,SAV,ORD
SBN-CLT,SBN,CLT
SBN-DFW,SBN,DFW
SYR-EWR,SYR,EWR
SYR-IAD,SYR,IAD
TYS-EWR,TYS,EWR
TYS-IAD,TYS,IAD
TYS-IAH,TYS,IAH
TYS-ORD,TYS,ORD
COS-LAS,COS,LAS
COS-MCO,COS,MCO
COS-PHX,COS,PHX
HSV-DEN,HSV,DEN
HSV-MCO,HSV,MCO
DEN-AUS,DEN,AUS
DEN-BNA,DEN,BNA
DEN-BZN,DEN,BZN
DEN-CID,DEN,CID
DEN-DCA,DEN,DCA
DEN-FAT,DEN,FAT
DEN-HSV,DEN,HSV
DEN-IAH,DEN,IAH
DEN-LAS,DEN,LAS
DEN-MCI,DEN,MCI
DEN-MCO,DEN,MCO
DEN-MSY,DEN,MSY
DEN-ONT,DEN,ONT
DEN-PDX,DEN,PDX
DEN-RDU,DEN,RDU
DEN-RSW,DEN,RSW
DEN-SAN,DEN,SAN
DEN-SAT,DEN,SAT
DEN-SBA,DEN,SBA
DEN-SFO,DEN,SFO
DEN-SNA,DEN,SNA
DEN-TPA,DEN,TPA
ATL-TTN,ATL,TTN
AUS-DEN,AUS,DEN
AUS-IAD,AUS,IAD
PHX-CLE,PHX,CLE
PHX-COS,PHX,COS
PHX-RDU,PHX,RDU
PHX-RSW,PHX,RSW
CLE-LAS,CLE,LAS
CLE-MCO,CLE,MCO
CLE-PBI,CLE,PBI
CLE-PHX,CLE,PHX
CLE-RSW,CLE,RSW
CLE-TPA,CLE,TPA
BMI-MCO,BMI,MCO
BNA-MCO,BNA,MCO
BUF-RSW,BUF,RSW
BZN-DEN,BZN,DEN
DCA-DEN,DCA,DEN
IAD-AUS,IAD,AUS
IAD-LAS,IAD,LAS
IAD-MCO,IAD,MCO
CID-DEN,CID,DEN
CLT-TTN,CLT,TTN
STL-LAS,STL,LAS
STL-MCO,STL,MCO
JAX-TTN,JAX,TTN
MCO-ABQ,MCO,ABQ
MCO-BMI,MCO,BMI
MCO-BNA,MCO,BNA
MCO-CLE,MCO,CLE
MCO-DEN,MCO,DEN
MCO-HSV,MCO,HSV
MCO-IAD,MCO,IAD
MCO-ISP,MCO,ISP
MCO-LAS,MCO,LAS
MCO-MDT,MCO,MDT
MCO-MKE,MCO,MKE
MCO-MSN,MCO,MSN
MCO-OKC,MCO,OKC
MCO-OMA,MCO,OMA
MCO-ONT,MCO,ONT
MCO-PSM,MCO,PSM
MCO-SDF,MCO,SDF
MCO-STL,MCO,STL
MCO-TTN,MCO,TTN
FAT-DEN,FAT,DEN
ISP-MCO,ISP,MCO
ISP-PBI,ISP,PBI
ISP-RSW,ISP,RSW
RSW-BUF,RSW,BUF
RSW-CLE,RSW,CLE
RSW-DEN,RSW,DEN
RSW-ISP,RSW,ISP
RSW-MKE,RSW,MKE
RSW-PHX,RSW,PHX
RSW-SYR,RSW,SYR
RSW-TTN,RSW,TTN
GRR-TPA,GRR,TPA
MDT-MCO,MDT,MCO
LAS-CLE,LAS,CLE
LAS-COS,LAS,COS
LAS-CVG,LAS,CVG
LAS-DEN,LAS,DEN
LAS-IAD,LAS,IAD
LAS-IND,LAS,IND
LAS-MCO,LAS,MCO
LAS-RDU,LAS,RDU
LAS-SAT,LAS,SAT
LAS-SJC,LAS,SJC
LAS-STL,LAS,STL
LAS-TPA,LAS,TPA
IND-LAS,IND,LAS
SJC-LAS,SJC,LAS
ONT-DEN,ONT,DEN
SNA-DEN,SNA,DEN
SNA-SAT,SNA,SAT
SDF-MCO,SDF,MCO
CVG-LAS,CVG,LAS
CVG-SAN,CVG,SAN
CVG-SAT,CVG,SAT
TPA-CLE,TPA,CLE
TPA-DEN,TPA,DEN
TPA-GRR,TPA,GRR
TPA-LAS,TPA,LAS
TPA-PWM,TPA,PWM
TPA-SYR,TPA,SYR
TPA-TTN,TPA,TTN
MCI-DEN,MCI,DEN
SAT-CVG,SAT,CVG
SAT-DEN,SAT,DEN
SAT-LAS,SAT,LAS
SAT-RDU,SAT,RDU
SAT-SNA,SAT,SNA
OMA-MCO,OMA,MCO
MKE-MCO,MKE,MCO
MKE-RSW,MKE,RSW
MKE-SAN,MKE,SAN
MSN-MCO,MSN,MCO
MSY-DEN,MSY,DEN
SAN-CVG,SAN,CVG
SAN-DEN,SAN,DEN
SAN-MKE,SAN,MKE
OKC-MCO,OKC,MCO
PBI-CLE,PBI,CLE
PBI-ISP,PBI,ISP
PBI-RDU,PBI,RDU
PBI-TTN,PBI,TTN
PSM-MCO,PSM,MCO
PWM-TPA,PWM,TPA
RDU-DEN,RDU,DEN
RDU-LAS,RDU,LAS
RDU-PBI,RDU,PBI
RDU-PHX,RDU,PHX
RDU-SAT,RDU,SAT
RDU-SJU,RDU,SJU
SBA-DEN,SBA,DEN
SJU-RDU,SJU,RDU
SYR-RSW,SYR,RSW
SYR-TPA,SYR,TPA
TTN-ATL,TTN,ATL
TTN-CLT,TTN,CLT
TTN-JAX,TTN,JAX
TTN-MCO,TTN,MCO
TTN-PBI,TTN,PBI
TTN-RSW,TTN,RSW
TTN-TPA,TTN,TPA
ABE-PIE,ABE,PIE
ABE-SFB,ABE,SFB
PIT-PGD,PIT,PGD
ALB-PGD,ALB,PGD
ATW-SFB,ATW,SFB
AVL-FLL,AVL,FLL
AVL-PIE,AVL,PIE
AVL-SFB,AVL,SFB
AZA-BIL,AZA,BIL
AZA-BLI,AZA,BLI
AZA-CID,AZA,CID
AZA-EUG,AZA,EUG
AZA-FAR,AZA,FAR
AZA-FSD,AZA,FSD
AZA-GFK,AZA,GFK
AZA-GRR,AZA,GRR
AZA-GTF,AZA,GTF
AZA-IDA,AZA,IDA
AZA-MSO,AZA,MSO
AZA-PSC,AZA,PSC
AZA-PVU,AZA,PVU
AZA-SGF,AZA,SGF
BGR-PIE,BGR,PIE
BGR-SFB,BGR,SFB
BIL-AZA,BIL,AZA
BIS-SFB,BIS,SFB
BLI-AZA,BLI,AZA
BLI-LAS,BLI,LAS
BLI-LAX,BLI,LAX
BLI-OAK,BLI,OAK
BLI-PSP,BLI,PSP
BLI-SAN,BLI,SAN
BLV-PGD,BLV,PGD
BLV-VPS,BLV,VPS
BMI-SFB,BMI,SFB
PVD-PGD,PVD,PGD
CID-AZA,CID,AZA
LCK-PGD,LCK,PGD
LCK-PIE,LCK,PIE
JAX-IND,JAX,IND
DSM-PGD,DSM,PGD
DSM-SFB,DSM,SFB
VPS-BLV,VPS,BLV
EUG-AZA,EUG,AZA
EUG-OAK,EUG,OAK
FAR-AZA,FAR,AZA
FAT-LAS,FAT,LAS
FNT-PIE,FNT,PIE
FNT-SFB,FNT,SFB
FSD-AZA,FSD,AZA
FWA-PGD,FWA,PGD
FWA-SFB,FWA,SFB
XNA-SFB,XNA,SFB
GTF-AZA,GTF,AZA
GFK-AZA,GFK,AZA
GRR-AZA,GRR,AZA
GRR-PGD,GRR,PGD
GRR-PIE,GRR,PIE
GRR-SFB,GRR,SFB
MDT-PGD,MDT,PGD
MDT-SFB,MDT,SFB
LAS-BLI,LAS,BLI
LAS-FAT,LAS,FAT
LAS-RNO,LAS,RNO
LAS-SCK,LAS,SCK
HTS-SFB,HTS,SFB
IAG-PGD,IAG,PGD
IAG-PIE,IAG,PIE
IDA-AZA,IDA,AZA
IND-FLL,IND,FLL
IND-JAX,IND,JAX
IND-PGD,IND,PGD
IND-PIE,IND,PIE
IND-SFB,IND,SFB
IND-SRQ,IND,SRQ
OAK-BLI,OAK,BLI
OAK-EUG,OAK,EUG
FLL-AVL,FLL,AVL
FLL-IND,FLL,IND
FLL-LEX,FLL,LEX
FLL-PBG,FLL,PBG
FLL-TYS,FLL,TYS
FLL-USA,FLL,USA
USA-FLL,USA,FLL
USA-PIE,USA,PIE
LAX-BLI,LAX,BLI
LAX-MFR,LAX,MFR
LAX-SGF,LAX,SGF
LEX-FLL,LEX,FLL
LEX-PGD,LEX,PGD
LEX-PIE,LEX,PIE
LEX-SFB,LEX,SFB
SDF-PGD,SDF,PGD
SDF-SFB,SDF,SFB
CVG-MSY,CVG,MSY
CVG-PGD,CVG,PGD
CVG-PIE,CVG,PIE
CVG-SFB,CVG,SFB
CVG-SRQ,CVG,SRQ
PIE-ABE,PIE,ABE
PIE-AVL,PIE,AVL
PIE-BGR,PIE,BGR
PIE-CVG,PIE,CVG
PIE-FNT,PIE,FNT
PIE-GRR,PIE,GRR
PIE-IAG,PIE,IAG
PIE-IND,PIE,IND
PIE-LCK,PIE,LCK
PIE-LEX,PIE,LEX
PIE-PBG,PIE,PBG
PIE-SGF,PIE,SGF
PIE-TOL,PIE,TOL
PIE-TYS,PIE,TYS
PIE-USA,PIE,USA
MFR-LAX,MFR,LAX
MLI-SFB,MLI,SFB
MSO-AZA,MSO,AZA
MSY-CVG,MSY,CVG
SAN-BLI,SAN,BLI
PBG-FLL,PBG,FLL
PBG-PIE,PBG,PIE
PBG-SFB,PBG,SFB
PGD-ALB,PGD,ALB
PGD-BLV,PGD,BLV
PGD-CVG,PGD,CVG
PGD-DSM,PGD,DSM
PGD-FWA,PGD,FWA
PGD-GRR,PGD,GRR
PGD-IAG,PGD,IAG
PGD-IND,PGD,IND
PGD-LCK,PGD,LCK
PGD-LEX,PGD,LEX
PGD-MDT,PGD,MDT
PGD-PIT,PGD,PIT
PGD-PVD,PGD,PVD
PGD-RDU,PGD,RDU
PGD-RFD,PGD,RFD
PGD-SBN,PGD,SBN
PGD-SDF,PGD,SDF
PGD-TYS,PGD,TYS
PSC-AZA,PSC,AZA
PSP-BLI,PSP,BLI
PVU-AZA,PVU,AZA
RDU-PGD,RDU,PGD
RFD-PGD,RFD,PGD
RNO-LAS,RNO,LAS
TUL-SFB,TUL,SFB
SBN-PGD,SBN,PGD
SCK-LAS,SCK,LAS
SFB-ABE,SFB,ABE
SFB-ATW,SFB,ATW
SFB-AVL,SFB,AVL
SFB-BGR,SFB,BGR
SFB-BIS,SFB,BIS
SFB-BMI,SFB,BMI
SFB-CVG,SFB,CVG
SFB-DSM,SFB,DSM
SFB-FNT,SFB,FNT
SFB-FWA,SFB,FWA
SFB-GRR,SFB,GRR
SFB-HTS,SFB,HTS
SFB-IND,SFB,IND
SFB-LEX,SFB,LEX
SFB-MDT,SFB,MDT
SFB-MLI,SFB,MLI
SFB-PBG,SFB,PBG
SFB-SDF,SFB,SDF
SFB-TUL,SFB,TUL
SFB-TYS,SFB,TYS
SFB-XNA,SFB,XNA
SGF-AZA,SGF,AZA
SGF-LAX,SGF,LAX
SGF-PIE,SGF,PIE
SRQ-CVG,SRQ,CVG
SRQ-IND,SRQ,IND
TOL-PIE,TOL,PIE
TYS-FLL,TYS,FLL
TYS-PGD,TYS,PGD
TYS-PIE,TYS,PIE
TYS-SFB,TYS,SFB
HNL-ITO,HNL,ITO
HNL-KOA,HNL,KOA
HNL-LAS,HNL,LAS
HNL-LGB,HNL,LGB
HNL-LIH,HNL,LIH
HNL-OGG,HNL,OGG
HNL-SMF,HNL,SMF
LAS-HNL,LAS,HNL
ITO-HNL,ITO,HNL
ITO-OGG,ITO,OGG
LGB-HNL,LGB,HNL
KOA-HNL,KOA,HNL
KOA-LIH,KOA,LIH
KOA-OGG,KOA,OGG
LIH-HNL,LIH,HNL
LIH-KOA,LIH,KOA
LIH-OGG,LIH,OGG
SMF-HNL,SMF,HNL
OGG-HNL,OGG,HNL
OGG-ITO,OGG,ITO
OGG-KOA,OGG,KOA
OGG-LIH,OGG,LIH
ABI-DFW,ABI,DFW
ACT-DFW,ACT,DFW
AEX-DFW,AEX,DFW
DFW-ABI,DFW,ABI
DFW-ACT,DFW,ACT
DFW-AEX,DFW,AEX
DFW-AMA,DFW,AMA
DFW-BIL,DFW,BIL
DFW-BPT,DFW,BPT
DFW-CHA,DFW,CHA
DFW-CID,DFW,CID
DFW-CLL,DFW,CLL
DFW-CRP,DFW,CRP
DFW-DAY,DFW,DAY
DFW-DRT,DFW,DRT
DFW-EYW,DFW,EYW
DFW-FAR,DFW,FAR
DFW-FSM,DFW,FSM
DFW-GCK,DFW,GCK
DFW-GGG,DFW,GGG
DFW-GJT,DFW,GJT
DFW-GRI,DFW,GRI
DFW-GRK,DFW,GRK
DFW-GSO,DFW,GSO
DFW-HOU,DFW,HOU
DFW-LAW,DFW,LAW
DFW-LBB,DFW,LBB
DFW-LCH,DFW,LCH
DFW-LEX,DFW,LEX
DFW-LFT,DFW,LFT
DFW-LIT,DFW,LIT
DFW-MAF,DFW,MAF
DFW-MFE,DFW,MFE
DFW-MGM,DFW,MGM
DFW-MLU,DFW,MLU
DFW-MSN,DFW,MSN
DFW-MSO,DFW,MSO
DFW-SGF,DFW,SGF
DFW-SHV,DFW,SHV
DFW-SJT,DFW,SJT
DFW-SPI,DFW,SPI
DFW-SPS,DFW,SPS
DFW-SUX,DFW,SUX
DFW-SWO,DFW,SWO
DFW-TLH,DFW,TLH
DFW-TXK,DFW,TXK
DFW-TYR,DFW,TYR
DFW-XNA,DFW,XNA
PIT-LGA,PIT,LGA
PIT-MIA,PIT,MIA
HSV-ORD,HSV,ORD
ALO-ORD,ALO,ORD
AMA-DFW,AMA,DFW
ATW-ORD,ATW,ORD
CWA-ORD,CWA,ORD
AVP-CLT,AVP,CLT
AVP-ORD,AVP,ORD
AZO-ORD,AZO,ORD
SHV-DFW,SHV,DFW
BHM-DFW,BHM,DFW
BHM-ORD,BHM,ORD
ELP-ORD,ELP,ORD
BIL-DFW,BIL,DFW
CAK-CLT,CAK,CLT
CLE-MIA,CLE,MIA
BMI-ORD,BMI,ORD
BNA-JFK,BNA,JFK
BNA-LGA,BNA,LGA
BOI-ORD,BOI,ORD
BPT-DFW,BPT,DFW
BUF-ORD,BUF,ORD
BZN-ORD,BZN,ORD
DCA-LIT,DCA,LIT
DCA-PNS,DCA,PNS
DCA-XNA,DCA,XNA
ORD-ALO,ORD,ALO
ORD-ATW,ORD,ATW
ORD-AVP,ORD,AVP
ORD-AZO,ORD,AZO
ORD-BHM,ORD,BHM
ORD-BMI,ORD,BMI
ORD-BOI,ORD,BOI
ORD-BUF,ORD,BUF
ORD-BZN,ORD,BZN
ORD-CHS,ORD,CHS
ORD-CID,ORD,CID
ORD-CMI,ORD,CMI
ORD-COU,ORD,COU
ORD-CWA,ORD,CWA
ORD-DAY,ORD,DAY
ORD-DBQ,ORD,DBQ
ORD-ELP,ORD,ELP
ORD-EVV,ORD,EVV
ORD-FAR,ORD,FAR
ORD-FNT,ORD,FNT
ORD-FSD,ORD,FSD
ORD-FWA,ORD,FWA
ORD-GSO,ORD,GSO
ORD-HSV,ORD,HSV
ORD-IAH,ORD,IAH
ORD-LAN,ORD,LAN
ORD-LSE,ORD,LSE
ORD-MDT,ORD,MDT
ORD-MHK,ORD,MHK
ORD-MQT,ORD,MQT
ORD-OMA,ORD,OMA
ORD-PIA,ORD,PIA
ORD-ROC,ORD,ROC
ORD-SGF,ORD,SGF
ORD-SRQ,ORD,SRQ
ORD-SUX,ORD,SUX
ORD-SYR,ORD,SYR
ORD-TOL,ORD,TOL
ORD-TVC,ORD,TVC
CHA-DFW,CHA,DFW
CHA-ORD,CHA,ORD
CHO-CLT,CHO,CLT
CHO-LGA,CHO,LGA
CHS-ORD,CHS,ORD
CID-DFW,CID,DFW
CID-ORD,CID,ORD
CLL-DFW,CLL,DFW
CLT-CAK,CLT,CAK
CLT-CHO,CLT,CHO
CLT-CMI,CLT,CMI
CLT-LEX,CLT,LEX
CLT-SGF,CLT,SGF
CMH-JFK,CMH,JFK
CMH-LGA,CMH,LGA
CMH-MIA,CMH,MIA
CMI-CLT,CMI,CLT
CMI-ORD,CMI,ORD
JAX-MIA,JAX,MIA
CRP-DFW,CRP,DFW
LCH-DFW,LCH,DFW
DAY-DFW,DAY,DFW
DAY-ORD,DAY,ORD
DBQ-ORD,DBQ,ORD
DRT-DFW,DRT,DFW
HOU-DFW,HOU,DFW
IAH-ORD,IAH,ORD
EVV-ORD,EVV,ORD
EYW-DFW,EYW,DFW
FAR-DFW,FAR,DFW
FAR-ORD,FAR,ORD
JFK-BNA,JFK,BNA
JFK-CMH,JFK,CMH
JFK-IND,JFK,IND
LGA-BNA,LGA,BNA
LGA-CHO,LGA,CHO
LGA-CMH,LGA,CMH
LGA-ILM,LGA,ILM
LGA-MEM,LGA,MEM
LGA-RDU,LGA,RDU
LGA-SDF,LGA,SDF
FNT-ORD,FNT,ORD
FSD-ORD,FSD,ORD
FSM-DFW,FSM,DFW
FWA-ORD,FWA,ORD
XNA-DCA,XNA,DCA
XNA-DFW,XNA,DFW
XNA-ORD,XNA,ORD
GCK-DFW,GCK,DFW
GSP-MIA,GSP,MIA
GGG-DFW,GGG,DFW
GJT-DFW,GJT,DFW
GNV-MIA,GNV,MIA
GRI-DFW,GRI,DFW
GRK-DFW,GRK,DFW
GSO-DFW,GSO,DFW
GSO-MIA,GSO,MIA
MDT-ORD,MDT,ORD
ILM-LGA,ILM,LGA
IND-JFK,IND,JFK
IND-MIA,IND,MIA
MIA-CLE,MIA,CLE
MIA-CMH,MIA,CMH
MIA-CVG,MIA,CVG
MIA-GNV,MIA,GNV
MIA-GSO,MIA,GSO
MIA-GSP,MIA,GSP
MIA-IND,MIA,IND
MIA-JAX,MIA,JAX
MIA-MEM,MIA,MEM
MIA-ORF,MIA,ORF
MIA-PIT,MIA,PIT
MIA-PNS,MIA,PNS
MIA-SAV,MIA,SAV
MIA-TLH,MIA,TLH
MIA-TYS,MIA,TYS
COU-ORD,COU,ORD
LIT-DCA,LIT,DCA
LIT-DFW,LIT,DFW
